"","Name","Year","Sex","Age","Height","Weight","Team","NOC","Event","Medal"
"3136","Herbert Otto Emanuel Schade",1952,"M",30,179,65,"Germany","GER","Athletics Men's 5,000 metres","Bronze"
"3137","Frank Schaffer",1980,"M",21,188,80,"East Germany","GDR","Athletics Men's 400 metres","Bronze"
"3138","Frank Schaffer",1980,"M",21,188,80,"East Germany","GDR","Athletics Men's 4 x 400 metres Relay","Silver"
"3139","Inga ""Ine"" Schffer (Mayer-Bojana-)",1948,"F",25,NA,NA,"Austria","AUT","Athletics Women's Shot Put","Bronze"
"3140","Johanna Schaller-Klier",1976,"F",23,176,70,"East Germany","GDR","Athletics Women's 100 metres Hurdles","Gold"
"3141","Johanna Schaller-Klier",1980,"F",27,176,70,"East Germany","GDR","Athletics Women's 100 metres Hurdles","Silver"
"3142","Arlie Alfred Schardt",1920,"M",24,173,64,"United States","USA","Athletics Men's 3,000 metres, Team","Gold"
"3143","Wilhelm ""Willy"" Schrer",1924,"M",20,182,69,"Switzerland","SUI","Athletics Men's 1,500 metres","Silver"
"3144","Christian Schenk",1988,"M",23,200,93,"East Germany","GDR","Athletics Men's Decathlon","Gold"
"3145","Francis Schewetta",1948,"M",28,180,72,"France","FRA","Athletics Men's 4 x 400 metres Relay","Silver"
"3146","Dafne Schippers",2016,"F",24,179,70,"Netherlands","NED","Athletics Women's 200 metres","Silver"
"3147","Claus Schiprowski",1968,"M",25,177,69,"West Germany","FRG","Athletics Men's Pole Vault","Silver"
"3148","Evelin Schlaak-Jahl (-Herberg)",1976,"F",20,183,90,"East Germany","GDR","Athletics Women's Discus Throw","Gold"
"3149","Evelin Schlaak-Jahl (-Herberg)",1980,"F",24,183,90,"East Germany","GDR","Athletics Women's Discus Throw","Gold"
"3150","Harald Schmid",1976,"M",18,187,82,"West Germany","FRG","Athletics Men's 4 x 400 metres Relay","Bronze"
"3151","Harald Schmid",1984,"M",26,187,82,"West Germany","FRG","Athletics Men's 400 metres Hurdles","Bronze"
"3152","William David ""Bill"" Schmidt",1972,"M",24,183,100,"United States","USA","Athletics Men's Javelin Throw","Bronze"
"3153","Kathryn Joan ""Kate"" Schmidt",1972,"F",18,186,80,"United States","USA","Athletics Women's Javelin Throw","Bronze"
"3154","Kathryn Joan ""Kate"" Schmidt",1976,"F",22,186,80,"United States","USA","Athletics Women's Javelin Throw","Bronze"
"3155","Helene Hermine ""Leni"" Schmidt (-Fischer)",1928,"F",21,169,60,"Germany","GER","Athletics Women's 4 x 100 metres Relay","Bronze"
"3156","Wolfgang Schmidt",1976,"M",22,199,115,"East Germany","GDR","Athletics Men's Discus Throw","Silver"
"3157","Ilona Schoknecht-Slupianek (-Briesenick, -Longo)",1980,"F",23,180,93,"East Germany","GDR","Athletics Women's Shot Put","Gold"
"3158","Jackson Volney Scholz",1920,"M",23,172,61,"United States","USA","Athletics Men's 4 x 100 metres Relay","Gold"
"3159","Jackson Volney Scholz",1924,"M",27,172,61,"United States","USA","Athletics Men's 100 metres","Silver"
"3160","Jackson Volney Scholz",1924,"M",27,172,61,"United States","USA","Athletics Men's 200 metres","Gold"
"3161","Robert Keyser ""Bob"" Schul",1964,"M",27,184,66,"United States","USA","Athletics Men's 5,000 metres","Gold"
"3162","Frederick William ""Fred"" Schule",1904,"M",24,NA,NA,"United States","USA","Athletics Men's 110 metres Hurdles","Gold"
"3163","Jrgen Schult",1988,"M",28,193,110,"East Germany","GDR","Athletics Men's Discus Throw","Gold"
"3164","Jrgen Schult",1992,"M",32,193,110,"Germany","GER","Athletics Men's Discus Throw","Silver"
"3165","Heike Schulte-Mattler (Schmidt-)",1984,"F",26,170,54,"West Germany","FRG","Athletics Women's 4 x 400 metres Relay","Bronze"
"3166","Ernst Ludwig Emanuel Schultz",1900,"M",20,NA,NA,"Denmark","DEN","Athletics Men's 400 metres","Bronze"
"3167","Nils Schumann",2000,"M",22,192,80,"Germany","GER","Athletics Men's 800 metres","Gold"
"3168","Robert Schurrer",1912,"M",22,NA,NA,"France","FRA","Athletics Men's 4 x 400 metres Relay","Silver"
"3169","Arthur Tell Schwab",1936,"M",39,168,59,"Switzerland","SUI","Athletics Men's 50 kilometres Walk","Silver"
"3170","Erich Arthur Fritz Schwab",1948,"M",28,NA,NA,"Switzerland","SUI","Athletics Men's 10 kilometres Walk","Bronze"
"3171","Erich Arthur Fritz Schwab",1952,"M",32,NA,NA,"Switzerland","SUI","Athletics Men's 10 kilometres Walk","Silver"
"3172","Florian Schwarthoff",1996,"M",28,201,83,"Germany","GER","Athletics Men's 110 metres Hurdles","Bronze"
"3173","Lilli Schwarzkopf",2012,"F",28,174,65,"Germany","GER","Athletics Women's Heptathlon","Silver"
"3174","Alex Schwazer",2008,"M",23,185,73,"Italy","ITA","Athletics Men's 50 kilometres Walk","Gold"
"3175","Clyde Luther Scott",1948,"M",23,183,77,"United States","USA","Athletics Men's 110 metres Hurdles","Silver"
"3176","Henry Louis Scott",1912,"M",22,172,64,"United States","USA","Athletics Men's 3,000 metres, Team","Gold"
"3177","William Scott",1912,"M",26,NA,NA,"Great Britain","GBR","Athletics Men's Cross-Country, Team","Bronze"
"3178","Jean Eileen Scrivens (-MacKenzie)",1956,"F",21,170,61,"Great Britain","GBR","Athletics Women's 4 x 100 metres Relay","Silver"
"3179","Robert Lloyd ""Bob"" Seagren",1968,"M",21,183,80,"United States","USA","Athletics Men's Pole Vault","Gold"
"3180","Robert Lloyd ""Bob"" Seagren",1972,"M",25,183,80,"United States","USA","Athletics Men's Pole Vault","Silver"
"3181","William Raymond Seagrove",1920,"M",21,NA,NA,"Great Britain","GBR","Athletics Men's 3,000 metres, Team","Silver"
"3182","William Raymond Seagrove",1924,"M",25,NA,NA,"Great Britain","GBR","Athletics Men's 3,000 metres, Team","Silver"
"3183","Roman ebrle",2000,"M",25,186,88,"Czech Republic","CZE","Athletics Men's Decathlon","Silver"
"3184","Roman ebrle",2004,"M",29,186,88,"Czech Republic","CZE","Athletics Men's Decathlon","Gold"
"3185","Cyril Norman Seedhouse",1912,"M",20,NA,NA,"Great Britain","GBR","Athletics Men's 4 x 400 metres Relay","Bronze"
"3186","David Hugh Segal",1960,"M",23,179,67,"Great Britain","GBR","Athletics Men's 4 x 100 metres Relay","Bronze"
"3187","Bernardo Segura Rivera",1996,"M",26,175,62,"Mexico","MEX","Athletics Men's 20 kilometres Walk","Bronze"
"3188","Helga Seidler (Fischer-)",1972,"F",23,166,55,"East Germany","GDR","Athletics Women's 4 x 400 metres Relay","Gold"
"3189","Mokgadi Caster Semenya",2012,"F",21,178,70,"South Africa","RSA","Athletics Women's 800 metres","Silver"
"3190","Mokgadi Caster Semenya",2016,"F",25,178,70,"South Africa","RSA","Athletics Women's 800 metres","Gold"
"3191","Hezekiel Sello Sepeng",1996,"M",22,176,63,"South Africa","RSA","Athletics Men's 800 metres","Silver"
"3192","Eino Seppl",1924,"M",27,177,65,"Finland","FIN","Athletics Men's 3,000 metres, Team","Gold"
"3193","Garrett Putnam Serviss, Jr.",1904,"M",NA,NA,NA,"United States","USA","Athletics Men's High Jump","Silver"
"3194","Leo Joseph Sexton",1932,"M",22,193,108,"United States","USA","Athletics Men's Shot Put","Gold"
"3195","Abdoulaye ""Abdou"" Sye Papa",1960,"M",26,174,68,"France","FRA","Athletics Men's 200 metres","Bronze"
"3196","Stephen Andrew ""Steve"" Seymour (-Cohen)",1948,"M",27,185,87,"United States","USA","Athletics Men's Javelin Throw","Silver"
"3197","Joel Warren Shankle",1956,"M",23,193,79,"United States","USA","Athletics Men's 110 metres Hurdles","Bronze"
"3198","Anthony ""Tony"" Sharpe",1984,"M",23,178,73,"Canada","CAN","Athletics Men's 4 x 100 metres Relay","Bronze"
"3199","Robert' Shavlaq'adze",1960,"M",27,186,80,"Soviet Union","URS","Athletics Men's High Jump","Gold"
"3200","Arthur Briggs ""Art"" Shaw",1908,"M",21,183,76,"United States","USA","Athletics Men's 110 metres Hurdles","Bronze"
"3201","Tatyana Sergeyevna Shchelkanova",1964,"F",27,168,58,"Soviet Union","URS","Athletics Women's Long Jump","Bronze"
"3202","Mikhail Anatolyevich Shchennikov",1996,"M",28,182,70,"Russia","RUS","Athletics Men's 50 kilometres Walk","Silver"
"3203","Leonid Mikhaylovich Shcherbakov",1952,"M",25,178,73,"Soviet Union","URS","Athletics Men's Triple Jump","Silver"
"3204","Roman Anatoliyovych Shchurenko",2000,"M",23,188,82,"Ukraine","UKR","Athletics Men's Long Jump","Bronze"
"3205","Richard ""Dick"" Sheldon",1900,"M",21,NA,NA,"United States","USA","Athletics Men's Shot Put","Gold"
"3206","Richard ""Dick"" Sheldon",1900,"M",21,NA,NA,"United States","USA","Athletics Men's Discus Throw","Bronze"
"3207","Lewis Pendleton Sheldon",1900,"M",25,NA,NA,"United States","USA","Athletics Men's Standing High Jump","Bronze"
"3208","Lewis Pendleton Sheldon",1900,"M",25,NA,NA,"United States","USA","Athletics Men's Triple Jump","Bronze"
"3209","Melvin Winfield ""Mel"" Sheppard",1908,"M",24,177,67,"United States","USA","Athletics Men's 800 metres","Gold"
"3210","Melvin Winfield ""Mel"" Sheppard",1908,"M",24,177,67,"United States","USA","Athletics Men's 1,500 metres","Gold"
"3211","Melvin Winfield ""Mel"" Sheppard",1908,"M",24,177,67,"United States","USA","Athletics Men's 1,600 metres Medley Relay","Gold"
"3212","Melvin Winfield ""Mel"" Sheppard",1912,"M",28,177,67,"United States","USA","Athletics Men's 800 metres","Silver"
"3213","Melvin Winfield ""Mel"" Sheppard",1912,"M",28,177,67,"United States","USA","Athletics Men's 4 x 400 metres Relay","Gold"
"3214","Martin Joseph Sheridan",1904,"M",23,190,88,"United States","USA","Athletics Men's Discus Throw","Gold"
"3215","Martin Joseph Sheridan",1906,"M",25,190,88,"United States","USA","Athletics Men's Standing High Jump","Silver"
"3216","Martin Joseph Sheridan",1906,"M",25,190,88,"United States","USA","Athletics Men's Standing Long Jump","Silver"
"3217","Martin Joseph Sheridan",1906,"M",25,190,88,"United States","USA","Athletics Men's Shot Put","Gold"
"3218","Martin Joseph Sheridan",1906,"M",25,190,88,"United States","USA","Athletics Men's Stone Throw","Silver"
"3219","Martin Joseph Sheridan",1906,"M",25,190,88,"United States","USA","Athletics Men's Discus Throw","Gold"
"3220","Martin Joseph Sheridan",1908,"M",27,190,88,"United States","USA","Athletics Men's Standing Long Jump","Bronze"
"3221","Martin Joseph Sheridan",1908,"M",27,190,88,"United States","USA","Athletics Men's Discus Throw","Gold"
"3222","Martin Joseph Sheridan",1908,"M",27,190,88,"United States","USA","Athletics Men's Discus Throw, Greek Style","Gold"
"3223","William John ""Billy"" Sherring",1906,"M",28,166,54,"Canada","CAN","Athletics Men's Marathon","Gold"
"3224","John Sherwood",1968,"M",23,187,83,"Great Britain","GBR","Athletics Men's 400 metres Hurdles","Bronze"
"3225","Thaddeus Rutter ""Thad"" Shideler",1904,"M",20,NA,NA,"United States","USA","Athletics Men's 110 metres Hurdles","Silver"
"3226","Marion Lawrence ""Larry"" Shields",1920,"M",25,170,64,"United States","USA","Athletics Men's 1,500 metres","Bronze"
"3227","Marion Lawrence ""Larry"" Shields",1920,"M",25,170,64,"United States","USA","Athletics Men's 3,000 metres, Team","Gold"
"3228","Nataliya Ivanovna Shikolenko",1992,"F",27,182,80,"Unified Team","EUN","Athletics Women's Javelin Throw","Silver"
"3229","Jean Marie Shiley (-Newhouse)",1932,"F",20,172,61,"United States","USA","Athletics Women's High Jump","Gold"
"3230","Michael Lyle ""Mike"" Shine",1976,"M",22,183,75,"United States","USA","Athletics Men's 400 metres Hurdles","Silver"
"3231","Dorothy Ada Shirley (-Emerson)",1960,"F",21,164,56,"Great Britain","GBR","Athletics Women's High Jump","Silver"
"3232","Olga Vasilyevna Shishigina (-Kutsakova)",2000,"F",31,165,57,"Kazakhstan","KAZ","Athletics Women's 100 metres Hurdles","Gold"
"3233","Svetlana Vladimirovna Shkolina",2012,"F",26,187,66,"Russia","RUS","Athletics Women's High Jump","Bronze"
"3234","Marina Konstantinovna Shmonina",1992,"F",27,164,51,"Unified Team","EUN","Athletics Women's 4 x 400 metres Relay","Gold"
"3235","Frank Charles Shorter",1972,"M",24,178,61,"United States","USA","Athletics Men's Marathon","Gold"
"3236","Frank Charles Shorter",1976,"M",28,178,61,"United States","USA","Athletics Men's Marathon","Silver"
"3237","Ghada Shouaa",1996,"F",22,187,63,"Syria","SYR","Athletics Women's Heptathlon","Gold"
"3238","Nikolina Pavlova Shtereva",1976,"F",21,172,59,"Bulgaria","BUL","Athletics Women's 800 metres","Silver"
"3239","Si Tianfeng",2012,"M",28,181,67,"China","CHN","Athletics Men's 50 kilometres Walk","Bronze"
"3240","Antonio Siddi",1948,"M",25,177,73,"Italy","ITA","Athletics Men's 4 x 100 metres Relay","Bronze"
"3241","Nikolay Aleksandrovich Sidorov",1980,"M",23,190,84,"Soviet Union","URS","Athletics Men's 4 x 100 metres Relay","Gold"
"3242","Janusz Jan Sido",1956,"M",23,182,93,"Poland","POL","Athletics Men's Javelin Throw","Silver"
"3243","Gloria Siebert (Kovarik-, Uibel-)",1988,"F",24,170,54,"East Germany","GDR","Athletics Women's 100 metres Hurdles","Silver"
"3244","Yuriy Heorhiyovych Siedykh",1976,"M",21,185,106,"Soviet Union","URS","Athletics Men's Hammer Throw","Gold"
"3245","Yuriy Heorhiyovych Siedykh",1980,"M",25,185,106,"Soviet Union","URS","Athletics Men's Hammer Throw","Gold"
"3246","Yuriy Heorhiyovych Siedykh",1988,"M",33,185,106,"Soviet Union","URS","Athletics Men's Hammer Throw","Silver"
"3247","Siegrun Siegl (Thon-)",1976,"F",21,174,60,"East Germany","GDR","Athletics Women's Pentathlon","Gold"
"3248","Sileshi Mekuria Sihine",2004,"M",21,168,58,"Ethiopia","ETH","Athletics Men's 10,000 metres","Silver"
"3249","Sileshi Mekuria Sihine",2008,"M",25,168,58,"Ethiopia","ETH","Athletics Men's 10,000 metres","Silver"
"3250","Vin Villiam Siikaniemi (Siegberg-)",1912,"M",25,182,83,"Finland","FIN","Athletics Men's Javelin Throw, Both Hands","Silver"
"3251","Hannu Juhani Siitonen",1976,"M",27,183,87,"Finland","FIN","Athletics Men's Javelin Throw","Silver"
"3252","Ileana Silai (Gergely-)",1968,"F",26,167,49,"Romania","ROU","Athletics Women's 800 metres","Silver"
"3253","Andrey Aleksandrovich Silnov",2008,"M",23,198,83,"Russia","RUS","Athletics Men's High Jump","Gold"
"3254","Juris Silovs",1972,"M",21,177,80,"Soviet Union","URS","Athletics Men's 4 x 100 metres Relay","Silver"
"3255","Juris Silovs",1976,"M",25,177,80,"Soviet Union","URS","Athletics Men's 4 x 100 metres Relay","Bronze"
"3256","Rui Manuel Monteiro da Silva",2004,"M",27,175,65,"Portugal","POR","Athletics Men's 1,500 metres","Bronze"
"3257","Yarisley Silva Rodrguez",2012,"F",25,161,61,"Cuba","CUB","Athletics Women's Pole Vault","Silver"
"3258","L. Jay Silvester",1972,"M",34,191,114,"United States","USA","Athletics Men's Discus Throw","Silver"
"3259","Irina Alekseyevna Simagina (-Meleshina)",2004,"F",22,171,56,"Russia","RUS","Athletics Women's Long Jump","Silver"
