"","Name","Year","Sex","Age","Height","Weight","Team","NOC","Event"
"2114","Karel Lismont",1972,"M",23,168,62,"Belgium","BEL","Athletics Men's Marathon"
"2115","Karel Lismont",1976,"M",27,168,62,"Belgium","BEL","Athletics Men's Marathon"
"2116","Nataliya Venediktovna Lisovskaya (-Sedykh)",1988,"F",26,188,105,"Soviet Union","URS","Athletics Women's Shot Put"
"2117","Yury Nikolayevich Lituyev",1952,"M",27,183,78,"Soviet Union","URS","Athletics Men's 400 metres Hurdles"
"2118","Sergey Nikolayevich Litvinov",1980,"M",22,180,106,"Soviet Union","URS","Athletics Men's Hammer Throw"
"2119","Sergey Nikolayevich Litvinov",1988,"M",30,180,106,"Soviet Union","URS","Athletics Men's Hammer Throw"
"2120","Lyudmila Anatolyevna Litvinova",2008,"F",23,174,62,"Russia","RUS","Athletics Women's 4 x 400 metres Relay"
"2121","Liu Hong",2016,"F",29,160,50,"China","CHN","Athletics Women's 20 kilometres Walk"
"2122","Liu Xiang",2004,"M",21,188,74,"China","CHN","Athletics Men's 110 metres Hurdles"
"2123","Harry Bluett Liversedge",1920,"M",25,NA,NA,"United States","USA","Athletics Men's Shot Put"
"2124","Paul Childric Xavier Lizandier",1908,"M",23,NA,NA,"France","FRA","Athletics Men's 3 mile, Team"
"2125","John Arthur Ljunggren",1948,"M",28,178,59,"Sweden","SWE","Athletics Men's 50 kilometres Walk"
"2126","John Arthur Ljunggren",1956,"M",37,178,59,"Sweden","SWE","Athletics Men's 50 kilometres Walk"
"2127","John Arthur Ljunggren",1960,"M",40,178,59,"Sweden","SWE","Athletics Men's 50 kilometres Walk"
"2128","Jorge Llopart Ribas",1980,"M",28,167,63,"Spain","ESP","Athletics Men's 50 kilometres Walk"
"2129","Andria Lloyd",1996,"F",24,170,66,"Jamaica","JAM","Athletics Women's 4 x 100 metres Relay"
"2130","Shereefa Lloyd",2008,"F",25,172,68,"Jamaica","JAM","Athletics Women's 4 x 400 metres Relay"
"2131","Shereefa Lloyd",2012,"F",29,172,68,"Jamaica","JAM","Athletics Women's 4 x 400 metres Relay"
"2132","John Wilfrid ""Johnny"" Loaring",1936,"M",20,178,74,"Canada","CAN","Athletics Men's 400 metres Hurdles"
"2133","Mihaela Loghin",1984,"F",32,170,78,"Romania","ROU","Athletics Women's Shot Put"
"2134","Charles Georg Lomberg",1912,"M",25,182,75,"Sweden","SWE","Athletics Men's Decathlon"
"2135","John Edward ""Jack"" London",1928,"M",23,183,75,"Great Britain","GBR","Athletics Men's 100 metres"
"2136","John Edward ""Jack"" London",1928,"M",23,183,75,"Great Britain","GBR","Athletics Men's 4 x 100 metres Relay"
"2137","Dallas Crutcher Long, III",1960,"M",20,193,118,"United States","USA","Athletics Men's Shot Put"
"2138","Dallas Crutcher Long, III",1964,"M",24,193,118,"United States","USA","Athletics Men's Shot Put"
"2139","Carl-Ludwig Hermann ""Luz"" Long",1936,"M",23,184,72,"Germany","GER","Athletics Men's Long Jump"
"2140","Maxwell Warburn ""Maxey"" Long",1900,"M",21,182,75,"United States","USA","Athletics Men's 400 metres"
"2141","Thomas Pkemei Longosiwa",2012,"M",30,175,57,"Kenya","KEN","Athletics Men's 5,000 metres"
"2142","Frank Farmer Loomis, Jr.",1920,"M",23,188,NA,"United States","USA","Athletics Men's 400 metres Hurdles"
"2143","Carlos Alberto de Sousa Lopes",1976,"M",29,167,55,"Portugal","POR","Athletics Men's 10,000 metres"
"2144","Carlos Alberto de Sousa Lopes",1984,"M",37,167,55,"Portugal","POR","Athletics Men's Marathon"
"2145","Priscilla Lopes-Schliep",2008,"F",25,163,67,"Canada","CAN","Athletics Women's 100 metres Hurdles"
"2146","Ren Zacharie Alfred Lorain",1920,"M",20,175,68,"France","FRA","Athletics Men's 4 x 100 metres Relay"
"2147","Claudia Losch",1984,"F",24,181,84,"West Germany","FRG","Athletics Women's Shot Put"
"2148","Jri Lossman",1920,"M",29,169,69,"Estonia","EST","Athletics Men's Marathon"
"2149","Ingrid Lotz (Eichmann-)",1964,"F",30,169,74,"Germany","GER","Athletics Women's Discus Throw"
"2150","Spyridon ""Spyros"" Louis",1896,"M",23,NA,NA,"Greece","GRE","Athletics Men's Marathon"
"2151","Toivo Aarne Loukola",1928,"M",25,173,60,"Finland","FIN","Athletics Men's 3,000 metres Steeplechase"
"2152","Lzr Lovsz",1968,"M",26,189,99,"Hungary","HUN","Athletics Men's Hammer Throw"
"2153","John Edward ""Jack"" Lovelock",1936,"M",26,169,61,"New Zealand","NZL","Athletics Men's 1,500 metres"
"2154","Vladimir Nikolayevich Lovetsky",1972,"M",20,186,83,"Soviet Union","URS","Athletics Men's 4 x 100 metres Relay"
"2155","Fia Lovin (Rafira-)",1984,"F",33,166,57,"Romania","ROU","Athletics Women's 800 metres"
"2156","Douglas Gordon Arthur Lowe",1924,"M",21,183,70,"Great Britain","GBR","Athletics Men's 800 metres"
"2157","Douglas Gordon Arthur Lowe",1928,"M",25,183,70,"Great Britain","GBR","Athletics Men's 800 metres"
"2158","Gabriele Lwe (Kotte-)",1980,"F",21,172,60,"East Germany","GDR","Athletics Women's 4 x 400 metres Relay"
"2159","Helge Andreas Lvland",1920,"M",29,188,84,"Norway","NOR","Athletics Men's Decathlon"
"2160","Lu Xiuzhi",2016,"F",22,160,45,"China","CHN","Athletics Women's 20 kilometres Walk"
"2161","Ralf Lbke",1988,"M",23,192,80,"West Germany","FRG","Athletics Men's 4 x 400 metres Relay"
"2162","Werner Lueg",1952,"M",20,176,64,"Germany","GER","Athletics Men's 1,500 metres"
"2163","Francis Lawrence ""Frank"" Lukeman",1912,"M",26,178,NA,"Canada","CAN","Athletics Men's Pentathlon"
"2164","Yevgeniy Yuryevich Lukyanenko",2008,"M",23,190,79,"Russia","RUS","Athletics Men's Pole Vault"
"2165","Ragnar Torsten Lundberg",1952,"M",27,181,73,"Sweden","SWE","Athletics Men's Pole Vault"
"2166","Sven Emil Lundgren",1920,"M",23,183,75,"Sweden","SWE","Athletics Men's 3,000 metres, Team"
"2167","Kurt Anders Valdemar Lundquist",1948,"M",22,190,75,"Sweden","SWE","Athletics Men's 4 x 400 metres Relay"
"2168","Erik Hjalmar Lundqvist",1928,"M",19,187,83,"Sweden","SWE","Athletics Men's Javelin Throw"
"2169","Klas Julius Lundstrm",1912,"M",23,180,72,"Sweden","SWE","Athletics Men's Cross-Country, Team"
"2170","Emilio Lunghi",1908,"M",21,179,70,"Italy","ITA","Athletics Men's 800 metres"
"2171","J. Jacques Lunis",1948,"M",25,181,72,"France","FRA","Athletics Men's 4 x 400 metres Relay"
"2172","Jnis Lsis",1964,"M",25,180,90,"Soviet Union","URS","Athletics Men's Javelin Throw"
"2173","Jnis Lsis",1968,"M",29,180,90,"Soviet Union","URS","Athletics Men's Javelin Throw"
"2174","Jnis Lsis",1972,"M",33,180,90,"Soviet Union","URS","Athletics Men's Javelin Throw"
"2175","Karl August Luther",1912,"M",26,179,64,"Sweden","SWE","Athletics Men's 4 x 100 metres Relay"
"2176","James Ellis ""Jimmy"" LuValle",1936,"M",23,185,73,"United States","USA","Athletics Men's 400 metres"
"2177","Vyacheslav Nikolayevich Lykho",1992,"M",25,196,120,"Unified Team","EUN","Athletics Men's Shot Put"
"2178","Liudmyla Ivanivna Lysenko (-Shevtsova, -Hurevych)",1960,"F",25,164,53,"Soviet Union","URS","Athletics Women's 800 metres"
"2179","Tatyana Viktorovna Lysenko (-Beloborodova)",2012,"F",28,180,85,"Russia","RUS","Athletics Women's Hammer Throw"
"2180","Leonid Dmytrovych Lytvynenko",1972,"M",23,185,87,"Soviet Union","URS","Athletics Men's Decathlon"
"2181","Kaarlo Hannes Maaninka",1980,"M",26,178,61,"Finland","FIN","Athletics Men's 5,000 metres"
"2182","Kaarlo Hannes Maaninka",1980,"M",26,178,61,"Finland","FIN","Athletics Men's 10,000 metres"
"2183","Bertram Hector ""Bert"" Macdonald",1924,"M",21,NA,NA,"Great Britain","GBR","Athletics Men's 3,000 metres, Team"
"2184","James Garfield MacDonald",1908,"M",26,185,76,"Canada","CAN","Athletics Men's Triple Jump"
"2185","Linsey Tarrel MacDonald",1980,"F",16,160,43,"Great Britain","GBR","Athletics Women's 4 x 400 metres Relay"
"2186","Joseph Oliver MacDonald",1924,"M",20,180,70,"United States","USA","Athletics Men's 4 x 400 metres Relay"
"2187","Henry Maitland Macintosh",1912,"M",19,173,66,"Great Britain","GBR","Athletics Men's 4 x 100 metres Relay"
"2188","Timothy ""Tim"" Mack",2004,"M",31,187,81,"United States","USA","Athletics Men's Pole Vault"
"2189","Nancy Mackay (Murrall-)",1948,"F",26,NA,NA,"Canada","CAN","Athletics Women's 4 x 100 metres Relay"
"2190","Tianna Madison-Bartoletta",2012,"F",26,168,58,"United States","USA","Athletics Women's 4 x 100 metres Relay"
"2191","Tianna Madison-Bartoletta",2016,"F",30,168,58,"United States","USA","Athletics Women's 4 x 100 metres Relay"
"2192","Tianna Madison-Bartoletta",2016,"F",30,168,58,"United States","USA","Athletics Women's Long Jump"
"2193","Arthur Barrington ""Barry"" Magee",1960,"M",26,165,53,"New Zealand","NZL","Athletics Men's Marathon"
"2194","Maurren Higa Maggi",2008,"F",32,173,61,"Brazil","BRA","Athletics Women's Long Jump"
"2195","Emil Magnusson",1912,"M",24,186,85,"Sweden","SWE","Athletics Men's Discus Throw, Both Hands"
"2196","John Verner Magnusson",1920,"M",29,168,59,"Sweden","SWE","Athletics Men's Cross-Country, Team"
"2197","Walter Mahlendorf",1960,"M",25,182,81,"Germany","GER","Athletics Men's 4 x 100 metres Relay"
"2198","Joseph Mahmoud",1984,"M",28,174,65,"France","FRA","Athletics Men's 3,000 metres Steeplechase"
"2199","Tomasz Majewski",2008,"M",26,204,142,"Poland","POL","Athletics Men's Shot Put"
"2200","Tomasz Majewski",2012,"M",30,204,142,"Poland","POL","Athletics Men's Shot Put"
"2201","Aleksandr Fyodorovich Makarov",1980,"M",29,184,98,"Soviet Union","URS","Athletics Men's Javelin Throw"
"2202","Sergey Aleksandrovich Makarov",2000,"M",27,192,100,"Russia","RUS","Athletics Men's Javelin Throw"
"2203","Sergey Aleksandrovich Makarov",2004,"M",31,192,100,"Russia","RUS","Athletics Men's Javelin Throw"
"2204","Taoufik Makhloufi",2012,"M",24,170,67,"Algeria","ALG","Athletics Men's 1,500 metres"
"2205","Taoufik Makhloufi",2016,"M",28,170,67,"Algeria","ALG","Athletics Men's 800 metres"
"2206","Taoufik Makhloufi",2016,"M",28,170,67,"Algeria","ALG","Athletics Men's 1,500 metres"
"2207","Galina Vyacheslavovna Malchugina (Mikheyeva-)",1988,"F",25,168,62,"Soviet Union","URS","Athletics Women's 4 x 100 metres Relay"
"2208","Galina Vyacheslavovna Malchugina (Mikheyeva-)",1992,"F",29,168,62,"Unified Team","EUN","Athletics Women's 4 x 100 metres Relay"
"2209","Doris Maletzki (-Brachmann-)",1976,"F",24,168,56,"East Germany","GDR","Athletics Women's 4 x 400 metres Relay"
"2210","Bronisaw Malinowski",1976,"M",25,182,68,"Poland","POL","Athletics Men's 3,000 metres Steeplechase"
"2211","Bronisaw Malinowski",1980,"M",29,182,68,"Poland","POL","Athletics Men's 3,000 metres Steeplechase"
"2212","Stefano Malinverni",1980,"M",21,180,73,"Italy","ITA","Athletics Men's 4 x 400 metres Relay"
"2213","Sven August Malm",1920,"M",26,NA,NA,"Sweden","SWE","Athletics Men's 4 x 100 metres Relay"
"2214","Maicel Donee Malone (-Wallace, -Trapp)",1996,"F",27,176,61,"United States","USA","Athletics Women's 4 x 400 metres Relay"
"2215","Ronell Joshua ""Josh"" Mance",2012,"M",20,191,82,"United States","USA","Athletics Men's 4 x 400 metres Relay"
"2216","Vronique Mang",2004,"F",19,173,59,"France","FRA","Athletics Women's 4 x 100 metres Relay"
"2217","Wiesaw Jan Maniak",1964,"M",26,171,74,"Poland","POL","Athletics Men's 4 x 100 metres Relay"
"2218","Mirela Maniani-Tzelili",2000,"F",23,165,64,"Greece","GRE","Athletics Women's Javelin Throw"
"2219","Mirela Maniani-Tzelili",2004,"F",27,165,64,"Greece","GRE","Athletics Women's Javelin Throw"
"2220","Dorothy Gladys Manley (-Hall, -Parlett)",1948,"F",21,165,51,"Great Britain","GBR","Athletics Women's 100 metres"
"2221","Ralph Vernon Mann",1972,"M",23,193,86,"United States","USA","Athletics Men's 400 metres Hurdles"
"2222","Madeline Manning-Jackson (-Mims)",1968,"F",20,175,75,"United States","USA","Athletics Women's 800 metres"
"2223","Madeline Manning-Jackson (-Mims)",1972,"F",24,175,75,"United States","USA","Athletics Women's 4 x 400 metres Relay"
"2224","Lia Manoliu (-Raica)",1960,"F",28,179,85,"Romania","ROU","Athletics Women's Discus Throw"
"2225","Lia Manoliu (-Raica)",1964,"F",32,179,85,"Romania","ROU","Athletics Women's Discus Throw"
"2226","Lia Manoliu (-Raica)",1968,"F",36,179,85,"Romania","ROU","Athletics Women's Discus Throw"
"2227","Luvo Manyonga",2016,"M",25,NA,NA,"South Africa","RSA","Athletics Men's Long Jump"
"2228","Leonel Ernesto ""Leo"" Manzano",2012,"M",27,165,57,"United States","USA","Athletics Men's 1,500 metres"
"2229","Robert Henri Marchal",1924,"M",22,160,50,"France","FRA","Athletics Men's Cross-Country, Team"
"2230","Ruggero Maregatti",1932,"M",27,186,78,"Italy","ITA","Athletics Men's 4 x 100 metres Relay"
"2231","Orazio Mariani",1936,"M",21,179,76,"Italy","ITA","Athletics Men's 4 x 100 metres Relay"
"2232","Bruno Marie-Rose",1988,"M",23,193,83,"France","FRA","Athletics Men's 4 x 100 metres Relay"
"2233","Hanna Emilie Marin",2008,"F",26,169,65,"Belgium","BEL","Athletics Women's 4 x 100 metres Relay"
"2234","Tereza Moncheva Marinova",2000,"F",23,173,56,"Bulgaria","BUL","Athletics Women's Triple Jump"
"2235","Viktor Fyodorovich Markin",1980,"M",23,183,73,"Soviet Union","URS","Athletics Men's 400 metres"
"2236","Viktor Fyodorovich Markin",1980,"M",23,183,73,"Soviet Union","URS","Athletics Men's 4 x 400 metres Relay"
"2237","Ilya Vladislavovich Markov",1996,"M",24,174,64,"Russia","RUS","Athletics Men's 20 kilometres Walk"
"2238","Khristo Ganchev Markov",1988,"M",23,185,76,"Bulgaria","BUL","Athletics Men's Triple Jump"
"2239","Michael Lawrence ""Mike"" Marsh",1992,"M",24,178,75,"United States","USA","Athletics Men's 200 metres"
"2240","Michael Lawrence ""Mike"" Marsh",1992,"M",24,178,75,"United States","USA","Athletics Men's 4 x 100 metres Relay"
"2241","Michael Lawrence ""Mike"" Marsh",1996,"M",28,178,75,"United States","USA","Athletics Men's 4 x 100 metres Relay"
"2242","Maritza Martn Garca",1992,"F",28,180,80,"Cuba","CUB","Athletics Women's Discus Throw"
"2243","LaVonna Ann Martin (-Floral)",1992,"F",25,170,66,"United States","USA","Athletics Women's 100 metres Hurdles"
"2244","Paul-Ren Martin",1924,"M",22,175,63,"Switzerland","SUI","Athletics Men's 800 metres"
"2245","Roxbert Martin",1996,"M",26,178,66,"Jamaica","JAM","Athletics Men's 4 x 400 metres Relay"
"2246","Lisa Frances Martin-Ondieki (-O'Dea)",1988,"F",28,168,47,"Australia","AUS","Athletics Women's Marathon"
"2247","Joan Lino Martnez Armenteros",2004,"M",26,176,69,"Spain","ESP","Athletics Men's Long Jump"
"2248","Lzaro Martnez Despaigne",1992,"M",29,183,77,"Cuba","CUB","Athletics Men's 4 x 400 metres Relay"
"2249","Manuel Martnez Gutirrez",2004,"M",29,185,132,"Spain","ESP","Athletics Men's Shot Put"
"2250","Anita Mrton",2016,"F",27,172,95,"Hungary","HUN","Athletics Women's Shot Put"
"2251","Martti Bertil Marttelin",1928,"M",30,176,66,"Finland","FIN","Athletics Men's Marathon"
"2252","Linet Chepkwemoi Masai",2008,"F",18,NA,NA,"Kenya","KEN","Athletics Women's 10,000 metres"
"2253","Jesse William ""John"" Mashburn",1956,"M",23,189,85,"United States","USA","Athletics Men's 4 x 400 metres Relay"
"2254","Yevgeny Ivanovich Maskinskov",1956,"M",25,NA,NA,"Soviet Union","URS","Athletics Men's 50 kilometres Walk"
"2255","Germaine Mason",2008,"M",25,195,80,"Great Britain","GBR","Athletics Men's High Jump"
"2256","Michele Mary Mason-Brown",1964,"F",25,171,55,"Australia","AUS","Athletics Women's High Jump"
"2257","Valent Massana Gracia",1996,"M",26,165,51,"Spain","ESP","Athletics Men's 50 kilometres Walk"
"2258","Kelly Massey",2016,"F",31,178,57,"Great Britain","GBR","Athletics Women's 4 x 400 metres Relay"
"2259","Svetlana Aleksandrovna Masterkova",1996,"F",28,168,50,"Russia","RUS","Athletics Women's 800 metres"
"2260","Svetlana Aleksandrovna Masterkova",1996,"F",28,168,50,"Russia","RUS","Athletics Women's 1,500 metres"
"2261","June Elaine Rita Maston (-Ferguson)",1948,"F",20,NA,NA,"Australia","AUS","Athletics Women's 4 x 100 metres Relay"
"2262","Richard Kipkemboi Mateelong",2008,"M",24,179,65,"Kenya","KEN","Athletics Men's 3,000 metres Steeplechase"
"2263","Samuel Matete",1996,"M",27,183,81,"Zambia","ZAM","Athletics Men's 400 metres Hurdles"
"2264","Marlene Judith Mathews-Willard (-O'Shea)",1956,"F",22,170,64,"Australia","AUS","Athletics Women's 100 metres"
"2265","Marlene Judith Mathews-Willard (-O'Shea)",1956,"F",22,170,64,"Australia","AUS","Athletics Women's 200 metres"
"2266","Robert Bruce ""Bob"" Mathias",1948,"M",17,190,92,"United States","USA","Athletics Men's Decathlon"
"2267","Robert Bruce ""Bob"" Mathias",1952,"M",21,190,92,"United States","USA","Athletics Men's Decathlon"
"2268","Michael Walter Mathieu",2008,"M",24,178,76,"Bahamas","BAH","Athletics Men's 4 x 400 metres Relay"
"2269","Michael Walter Mathieu",2012,"M",28,178,76,"Bahamas","BAH","Athletics Men's 4 x 400 metres Relay"
"2270","Michael Walter Mathieu",2016,"M",32,178,76,"Bahamas","BAH","Athletics Men's 4 x 400 metres Relay"
"2271","Ollie Genoa Matson",1952,"M",22,188,89,"United States","USA","Athletics Men's 400 metres"
"2272","Ollie Genoa Matson",1952,"M",22,188,89,"United States","USA","Athletics Men's 4 x 400 metres Relay"
"2273","James Randel ""Randy"" Matson",1964,"M",19,200,120,"United States","USA","Athletics Men's Shot Put"
"2274","James Randel ""Randy"" Matson",1968,"M",23,200,120,"United States","USA","Athletics Men's Shot Put"
"2275","Kenneth Joseph ""Ken"" Matthews",1964,"M",30,185,78,"Great Britain","GBR","Athletics Men's 20 kilometres Walk"
"2276","Margaret Rejean Matthews (-Wilburn)",1956,"F",21,165,57,"United States","USA","Athletics Women's 4 x 100 metres Relay"
"2277","Peter Matthews",2016,"M",26,188,84,"Jamaica","JAM","Athletics Men's 4 x 400 metres Relay"
"2278","Vincent Edward ""Vince"" Matthews",1968,"M",20,187,81,"United States","USA","Athletics Men's 4 x 400 metres Relay"
"2279","Vincent Edward ""Vince"" Matthews",1972,"M",24,187,81,"United States","USA","Athletics Men's 400 metres"
"2280","Gustaf Isidor Mattsson",1920,"M",26,169,60,"Sweden","SWE","Athletics Men's Cross-Country, Team"
"2281","Gisela Mauermayer",1936,"F",22,172,70,"Germany","GER","Athletics Women's Discus Throw"
"2282","Fiona Winsome Marcia May (-Iapichino)",1996,"F",26,181,60,"Italy","ITA","Athletics Women's Long Jump"
"2283","Fiona Winsome Marcia May (-Iapichino)",2000,"F",30,181,60,"Italy","ITA","Athletics Women's Long Jump"
"2284","William Lee ""Willie"" May",1960,"M",23,192,89,"United States","USA","Athletics Men's 110 metres Hurdles"
"2285","Anthuan Maybank",1996,"M",26,188,81,"United States","USA","Athletics Men's 4 x 400 metres Relay"
"2286","Kvin Mayer",2016,"M",24,186,77,"France","FRA","Athletics Men's Decathlon"
"2287","Freddy Santiago Mayola Fernndez",2000,"M",22,176,74,"Cuba","CUB","Athletics Men's 4 x 100 metres Relay"
"2288","Jacqueline Marguerite Marie Mazas (Martin-)",1948,"F",27,NA,NA,"France","FRA","Athletics Women's Discus Throw"
"2289","Piotr Maachowski",2008,"M",25,193,130,"Poland","POL","Athletics Men's Discus Throw"
"2290","Piotr Maachowski",2016,"M",33,193,130,"Poland","POL","Athletics Men's Discus Throw"
"2291","Franoise Mbango Etone",2004,"F",28,172,63,"Cameroon","CMR","Athletics Women's Triple Jump"
"2292","Franoise Mbango Etone",2008,"F",32,172,63,"Cameroon","CMR","Athletics Women's Triple Jump"
"2293","Kennedy Kane ""Ken"" McArthur",1912,"M",30,188,77,"South Africa","RSA","Athletics Men's Marathon"
"2294","Eliza McCartney",2016,"F",19,179,66,"New Zealand","NZL","Athletics Women's Pole Vault"
"2295","Joseph Paul ""Joe"" McCluskey",1932,"M",21,183,71,"United States","USA","Athletics Men's 3,000 metres Steeplechase"
"2296","Elizabeth ""Liz"" McColgan (Lynch-, -Nuttall)",1988,"F",24,170,45,"Great Britain","GBR","Athletics Women's 10,000 metres"
"2297","Francena Lynette McCorory",2012,"F",23,171,68,"United States","USA","Athletics Women's 4 x 400 metres Relay"
"2298","Francena Lynette McCorory",2016,"F",27,171,68,"United States","USA","Athletics Women's 4 x 400 metres Relay"
"2299","Alastair McCorquodale",1948,"M",22,183,78,"Great Britain","GBR","Athletics Men's 4 x 100 metres Relay"
"2300","Walter Lee McCoy",1984,"M",25,178,72,"United States","USA","Athletics Men's 4 x 400 metres Relay"
"2301","Josiah Calvin McCracken, Jr.",1900,"M",26,NA,NA,"United States","USA","Athletics Men's Shot Put"
